2023.02.11_00:00,80
2023.02.11_00:05,70
2023.02.11_00:08,72
2023.02.11_00:15,71
2023.02.11_00:19,79
2023.02.11_00:26,84
2023.02.11_00:31,80
2023.02.11_00:34,76
2023.02.11_00:34,79
2023.02.11_00:40,79
2023.02.11_00:44,84
2023.02.11_00:48,85
2023.02.11_00:54,84
2023.02.11_00:59,84
2023.02.11_01:04,83
2023.02.11_01:05,84
2023.02.11_01:09,84
2023.02.11_01:15,74
2023.02.11_01:19,84
2023.02.11_01:26,79
2023.02.11_01:29,72
2023.02.11_01:33,80
2023.02.11_01:36,77
2023.02.11_01:41,79
2023.02.11_01:47,79
2023.02.11_01:50,84
2023.02.11_01:57,79
2023.02.11_02:00,80
2023.02.11_02:00,76
2023.02.11_02:05,84
2023.02.11_02:06,83
2023.02.11_02:10,79
2023.02.11_02:13,79
2023.02.11_02:21,72
2023.02.11_02:25,73
2023.02.11_02:29,80
2023.02.11_02:35,84
2023.02.11_02:36,87
2023.02.11_02:39,84
2023.02.11_02:47,85
2023.02.11_02:50,84
2023.02.11_02:53,84
2023.02.11_02:59,73
2023.02.11_03:03,84
2023.02.11_03:06,75
2023.02.11_03:12,72
2023.02.11_03:13,72
2023.02.11_03:18,71
2023.02.11_03:23,71
2023.02.11_03:28,71
2023.02.11_03:36,67
2023.02.11_03:38,72
2023.02.11_03:42,70
2023.02.11_03:45,71
2023.02.11_03:48,71
2023.02.11_03:53,70
2023.02.11_03:58,71
2023.02.11_04:03,71
2023.02.11_04:13,71
2023.02.11_04:14,72
2023.02.11_04:21,79
2023.02.11_04:24,79
2023.02.11_04:29,84
2023.02.11_04:33,80
2023.02.11_04:38,80
2023.02.11_04:48,79
2023.02.11_04:52,84
2023.02.11_04:55,84
2023.02.11_04:58,84
2023.02.11_05:03,84
2023.02.11_05:09,72
2023.02.11_05:13,83
2023.02.11_05:14,71
2023.02.11_05:19,79
2023.02.11_05:23,76
2023.02.11_05:31,79
2023.02.11_05:35,79
2023.02.11_05:39,77
2023.02.11_05:42,76
2023.02.11_05:43,76
2023.02.11_05:46,79
2023.02.11_05:50,79
2023.02.11_05:57,79
2023.02.11_05:59,79
2023.02.11_06:07,72
2023.02.11_06:09,72
2023.02.11_06:13,72
2023.02.11_06:13,74
2023.02.11_06:21,84
2023.02.11_06:23,81
2023.02.11_06:30,67
2023.02.11_06:36,84
2023.02.11_06:39,76
2023.02.11_06:48,92
2023.02.11_06:51,92
2023.02.11_06:56,92
2023.02.11_07:02,85
2023.02.11_07:03,87
2023.02.11_07:21,100
2023.02.11_07:25,106
2023.02.11_07:32,98
2023.02.11_07:35,91
2023.02.11_07:39,94
2023.02.11_07:42,103
2023.02.11_07:44,99
2023.02.11_07:48,91
2023.02.11_07:54,89
2023.02.11_07:59,93
2023.02.11_08:04,90
2023.02.11_08:12,84
2023.02.11_08:13,83
2023.02.11_08:22,93
2023.02.11_08:26,92
2023.02.11_08:28,83
2023.02.11_08:36,88
2023.02.11_08:38,87
2023.02.11_08:44,84
2023.02.11_08:48,78
2023.02.11_08:50,74
2023.02.11_08:53,79
2023.02.11_09:00,80
2023.02.11_09:03,80
2023.02.11_09:10,79
2023.02.11_09:14,83
2023.02.11_09:18,80
2023.02.11_09:26,72
2023.02.11_09:27,71
2023.02.11_09:28,72
2023.02.11_09:33,80
2023.02.11_09:39,80
2023.02.11_09:46,80
2023.02.11_09:48,78
2023.02.11_09:53,75
2023.02.11_09:58,79
2023.02.11_10:07,76
2023.02.11_10:10,78
2023.02.11_10:13,80
2023.02.11_10:19,80
2023.02.11_10:23,82
2023.02.11_10:32,88
2023.02.11_10:37,85
2023.02.11_10:38,87
2023.02.11_10:45,87
2023.02.11_10:54,83
2023.02.11_11:00,84
2023.02.11_11:01,80
2023.02.11_11:03,80
2023.02.11_11:08,75
2023.02.11_11:14,80
2023.02.11_11:21,80
2023.02.11_11:23,86
2023.02.11_11:32,85
2023.02.11_11:33,85
2023.02.11_11:40,84
2023.02.11_11:44,87
2023.02.11_11:46,90
2023.02.11_11:48,84
2023.02.11_11:53,80
2023.02.11_11:59,76
2023.02.11_12:02,79
2023.02.11_12:06,90
2023.02.11_12:08,85
2023.02.11_12:24,125
2023.02.11_12:27,73
2023.02.11_12:28,69
2023.02.11_12:37,90
2023.02.11_12:42,93
2023.02.11_12:44,89
2023.02.11_12:48,85
2023.02.11_12:57,84
2023.02.11_12:59,91
2023.02.11_12:59,94
2023.02.11_12:59,91
2023.02.11_12:59,88
2023.02.11_12:59,88
2023.02.11_12:59,87
2023.02.11_13:00,87
2023.02.11_13:00,86
2023.02.11_13:00,87
2023.02.11_13:00,87
2023.02.11_13:00,91
2023.02.11_13:00,89
2023.02.11_13:00,90
2023.02.11_13:00,90
2023.02.11_13:00,90
2023.02.11_13:00,90
2023.02.11_13:00,101
2023.02.11_13:00,102
2023.02.11_13:01,98
2023.02.11_13:01,92
2023.02.11_13:01,89
2023.02.11_13:01,88
2023.02.11_13:01,87
2023.02.11_13:01,89
2023.02.11_13:01,88
2023.02.11_13:01,89
2023.02.11_13:01,91
2023.02.11_13:01,85
2023.02.11_13:01,89
2023.02.11_13:01,89
2023.02.11_13:01,89
2023.02.11_13:02,89
2023.02.11_13:02,89
2023.02.11_13:02,71
2023.02.11_13:06,87
2023.02.11_13:09,91
2023.02.11_13:15,94
2023.02.11_13:22,93
2023.02.11_13:26,93
2023.02.11_13:32,96
2023.02.11_13:34,92
2023.02.11_13:39,105
2023.02.11_13:42,119
2023.02.11_13:42,116
2023.02.11_13:42,116
2023.02.11_13:42,121
2023.02.11_13:42,120
2023.02.11_13:42,121
2023.02.11_13:42,122
2023.02.11_13:42,122
2023.02.11_13:42,120
2023.02.11_13:43,123
2023.02.11_13:43,123
2023.02.11_13:43,122
2023.02.11_13:43,122
2023.02.11_13:43,123
2023.02.11_13:43,121
2023.02.11_13:43,120
2023.02.11_13:43,121
2023.02.11_13:43,123
2023.02.11_13:44,121
2023.02.11_13:44,121
2023.02.11_13:44,120
2023.02.11_13:44,119
2023.02.11_13:44,118
2023.02.11_13:44,120
2023.02.11_13:44,120
2023.02.11_13:44,120
2023.02.11_13:44,119
2023.02.11_13:44,119
2023.02.11_13:44,119
2023.02.11_13:44,119
2023.02.11_13:45,119
2023.02.11_13:45,119
2023.02.11_13:45,119
2023.02.11_13:45,115
2023.02.11_13:45,116
2023.02.11_13:45,116
2023.02.11_13:45,116
2023.02.11_13:45,115
2023.02.11_13:45,115
2023.02.11_13:45,115
2023.02.11_13:45,115
2023.02.11_13:45,115
2023.02.11_13:46,116
2023.02.11_13:46,116
2023.02.11_13:46,116
2023.02.11_13:46,115
2023.02.11_13:46,116
2023.02.11_13:46,116
2023.02.11_13:46,116
2023.02.11_13:46,116
2023.02.11_13:46,117
2023.02.11_13:46,118
2023.02.11_13:46,119
2023.02.11_13:46,116
2023.02.11_13:47,117
2023.02.11_13:47,119
2023.02.11_13:47,118
2023.02.11_13:47,118
2023.02.11_13:47,121
2023.02.11_13:47,121
2023.02.11_13:47,121
2023.02.11_13:47,121
2023.02.11_13:47,120
2023.02.11_13:47,120
2023.02.11_13:47,120
2023.02.11_13:47,119
2023.02.11_13:48,119
2023.02.11_13:48,117
2023.02.11_13:48,118
2023.02.11_13:48,119
2023.02.11_13:48,119
2023.02.11_13:48,118
2023.02.11_13:48,118
2023.02.11_13:48,118
2023.02.11_13:49,118
2023.02.11_13:49,119
2023.02.11_13:49,119
2023.02.11_13:49,119
2023.02.11_13:49,118
2023.02.11_13:49,118
2023.02.11_13:49,117
2023.02.11_13:49,117
2023.02.11_13:49,116
2023.02.11_13:49,116
2023.02.11_13:49,115
2023.02.11_13:50,115
2023.02.11_13:50,116
2023.02.11_13:50,117
2023.02.11_13:50,118
2023.02.11_13:50,119
2023.02.11_13:50,119
2023.02.11_13:50,120
