2023.02.27_00:02,92
2023.02.27_00:02,82
2023.02.27_00:04,84
2023.02.27_00:10,84
2023.02.27_00:16,84
2023.02.27_00:22,84
2023.02.27_00:24,84
2023.02.27_00:28,83
2023.02.27_00:34,84
2023.02.27_00:37,87
2023.02.27_00:43,84
2023.02.27_00:47,85
2023.02.27_00:57,80
2023.02.27_00:58,85
2023.02.27_01:03,98
2023.02.27_01:03,102
2023.02.27_01:07,91
2023.02.27_01:12,90
2023.02.27_01:18,86
2023.02.27_01:22,99
2023.02.27_01:30,84
2023.02.27_01:32,84
2023.02.27_01:33,85
2023.02.27_01:38,84
2023.02.27_01:45,84
2023.02.27_01:48,84
2023.02.27_01:53,84
2023.02.27_01:57,84
2023.02.27_02:03,84
2023.02.27_02:07,84
2023.02.27_02:14,84
2023.02.27_02:17,103
2023.02.27_02:18,84
2023.02.27_02:25,84
2023.02.27_02:31,84
2023.02.27_02:32,84
2023.02.27_02:42,84
2023.02.27_02:44,84
2023.02.27_02:51,83
2023.02.27_02:53,80
2023.02.27_03:01,80
2023.02.27_03:06,83
2023.02.27_03:08,84
2023.02.27_03:15,84
2023.02.27_03:17,90
2023.02.27_03:26,79
2023.02.27_03:27,84
2023.02.27_03:32,79
2023.02.27_03:39,72
2023.02.27_03:45,73
2023.02.27_03:47,72
2023.02.27_03:50,76
2023.02.27_03:53,73
2023.02.27_03:58,74
2023.02.27_04:02,74
2023.02.27_04:07,74
2023.02.27_04:12,74
2023.02.27_04:20,72
2023.02.27_04:21,75
2023.02.27_04:23,79
2023.02.27_04:29,74
2023.02.27_04:36,80
2023.02.27_04:38,80
2023.02.27_04:42,75
2023.02.27_04:51,84
2023.02.27_04:54,84
2023.02.27_04:58,83
2023.02.27_05:02,76
2023.02.27_05:03,84
2023.02.27_05:12,84
2023.02.27_05:13,84
2023.02.27_05:20,79
2023.02.27_05:23,84
2023.02.27_05:29,70
2023.02.27_05:32,74
2023.02.27_05:34,72
2023.02.27_05:38,72
2023.02.27_05:43,72
2023.02.27_05:47,72
2023.02.27_05:52,73
2023.02.27_05:58,70
2023.02.27_06:02,70
2023.02.27_06:02,72
2023.02.27_06:08,73
2023.02.27_06:14,84
2023.02.27_06:17,85
2023.02.27_06:17,85
2023.02.27_06:22,79
2023.02.27_06:31,84
2023.02.27_06:32,73
2023.02.27_06:37,84
2023.02.27_06:40,89
2023.02.27_06:44,92
2023.02.27_06:47,85
2023.02.27_06:55,85
2023.02.27_06:59,112
2023.02.27_07:02,83
2023.02.27_07:05,80
2023.02.27_07:06,83
2023.02.27_07:08,80
2023.02.27_09:34,107
2023.02.27_09:47,105
2023.02.27_09:49,107
2023.02.27_09:55,101
2023.02.27_10:10,104
2023.02.27_10:16,100
2023.02.27_10:22,106
2023.02.27_10:24,101
2023.02.27_10:32,106
2023.02.27_10:33,109
2023.02.27_10:37,124
2023.02.27_10:39,105
2023.02.27_10:46,99
2023.02.27_10:46,103
2023.02.27_10:49,100
2023.02.27_10:53,94
2023.02.27_10:56,91
2023.02.27_11:00,91
2023.02.27_11:03,91
2023.02.27_11:08,90
2023.02.27_11:12,98
2023.02.27_11:17,98
2023.02.27_11:21,110
2023.02.27_11:27,93
2023.02.27_11:29,94
2023.02.27_11:35,98
2023.02.27_11:38,106
2023.02.27_11:39,91
2023.02.27_11:47,96
2023.02.27_11:49,99
2023.02.27_11:52,101
2023.02.27_12:01,100
2023.02.27_12:03,103
2023.02.27_12:07,105
2023.02.27_12:13,108
2023.02.27_12:16,114
2023.02.27_12:20,108
2023.02.27_12:26,104
2023.02.27_12:28,98
2023.02.27_12:30,121
2023.02.27_12:37,99
2023.02.27_12:41,105
2023.02.27_12:44,106
2023.02.27_12:49,109
2023.02.27_12:54,109
2023.02.27_13:02,110
2023.02.27_13:06,100
2023.02.27_13:08,102
2023.02.27_13:13,105
2023.02.27_13:18,104
2023.02.27_13:26,102
2023.02.27_13:29,103
2023.02.27_13:34,103
2023.02.27_13:41,103
2023.02.27_13:43,99
2023.02.27_13:48,94
2023.02.27_13:52,90
2023.02.27_13:53,91
2023.02.27_14:00,93
2023.02.27_14:07,118
2023.02.27_14:10,118
2023.02.27_14:12,114
2023.02.27_14:15,106
2023.02.27_14:15,108
2023.02.27_14:15,105
2023.02.27_14:15,104
2023.02.27_14:15,102
2023.02.27_14:15,100
2023.02.27_14:15,100
2023.02.27_14:15,100
2023.02.27_14:15,100
2023.02.27_14:16,99
2023.02.27_14:19,99
2023.02.27_14:23,90
2023.02.27_14:27,71
2023.02.27_14:44,71
2023.02.27_15:27,97
2023.02.27_15:29,105
2023.02.27_15:38,50
2023.02.27_15:52,59
2023.02.27_15:56,73
2023.02.27_16:27,104
2023.02.27_16:28,125
2023.02.27_16:35,99
2023.02.27_16:41,97
2023.02.27_16:42,94
2023.02.27_16:51,94
2023.02.27_16:56,90
2023.02.27_17:07,94
2023.02.27_17:12,95
2023.02.27_17:14,94
2023.02.27_17:20,101
2023.02.27_17:26,97
2023.02.27_17:29,101
2023.02.27_17:46,99
