2023.02.15_00:00,79
2023.02.15_00:02,80
2023.02.15_00:06,77
2023.02.15_00:11,76
2023.02.15_00:12,77
2023.02.15_00:17,73
2023.02.15_00:22,76
2023.02.15_00:27,85
2023.02.15_00:31,84
2023.02.15_00:36,86
2023.02.15_00:42,91
2023.02.15_00:46,85
2023.02.15_00:49,84
2023.02.15_00:53,85
2023.02.15_01:01,84
2023.02.15_01:03,84
2023.02.15_01:06,80
2023.02.15_01:12,81
2023.02.15_01:16,81
2023.02.15_01:34,80
2023.02.15_01:36,80
2023.02.15_01:42,79
2023.02.15_01:45,83
2023.02.15_01:50,80
2023.02.15_01:53,80
2023.02.15_01:58,80
2023.02.15_02:03,80
2023.02.15_02:07,80
2023.02.15_02:15,80
2023.02.15_02:18,80
2023.02.15_02:23,84
2023.02.15_02:30,70
2023.02.15_02:30,67
2023.02.15_02:34,73
2023.02.15_02:38,84
2023.02.15_02:41,84
2023.02.15_02:46,73
2023.02.15_02:53,83
2023.02.15_02:59,68
2023.02.15_03:06,72
2023.02.15_03:11,72
2023.02.15_03:15,72
2023.02.15_03:17,72
2023.02.15_03:21,67
2023.02.15_03:24,77
2023.02.15_03:27,73
2023.02.15_03:32,67
2023.02.15_03:40,68
2023.02.15_03:42,68
2023.02.15_03:46,69
2023.02.15_03:51,70
2023.02.15_03:54,70
2023.02.15_03:56,70
2023.02.15_03:58,69
2023.02.15_04:02,71
2023.02.15_04:06,71
2023.02.15_04:15,79
2023.02.15_04:16,84
2023.02.15_04:21,84
2023.02.15_04:31,84
2023.02.15_04:33,73
2023.02.15_04:36,75
2023.02.15_04:40,84
2023.02.15_04:43,84
2023.02.15_04:48,84
2023.02.15_04:55,67
2023.02.15_04:56,72
2023.02.15_05:02,79
2023.02.15_05:06,71
2023.02.15_05:08,73
2023.02.15_05:14,67
2023.02.15_05:18,72
2023.02.15_05:21,72
2023.02.15_05:26,72
2023.02.15_05:31,72
2023.02.15_05:36,73
2023.02.15_05:41,73
2023.02.15_05:46,72
2023.02.15_05:51,73
2023.02.15_05:56,75
2023.02.15_05:58,72
2023.02.15_05:58,78
2023.02.15_06:02,73
2023.02.15_06:07,79
2023.02.15_06:12,84
2023.02.15_06:17,84
2023.02.15_06:25,79
2023.02.15_06:31,85
2023.02.15_06:33,84
2023.02.15_06:40,84
2023.02.15_06:42,80
2023.02.15_06:50,80
2023.02.15_06:51,80
2023.02.15_09:07,102
2023.02.15_09:10,127
2023.02.15_09:10,128
2023.02.15_09:11,124
2023.02.15_09:11,128
2023.02.15_09:11,128
2023.02.15_09:11,126
2023.02.15_09:11,126
2023.02.15_09:11,125
2023.02.15_09:11,124
2023.02.15_09:11,127
2023.02.15_09:11,127
2023.02.15_09:11,127
2023.02.15_09:12,124
2023.02.15_09:12,123
2023.02.15_09:12,123
2023.02.15_09:12,121
2023.02.15_09:12,120
2023.02.15_09:12,120
2023.02.15_09:12,121
2023.02.15_09:12,122
2023.02.15_09:12,122
2023.02.15_09:12,123
2023.02.15_09:12,126
2023.02.15_09:12,127
2023.02.15_09:13,127
2023.02.15_09:13,127
2023.02.15_09:13,124
2023.02.15_09:13,126
2023.02.15_09:13,125
2023.02.15_09:13,126
2023.02.15_09:13,125
2023.02.15_09:13,124
2023.02.15_09:13,122
2023.02.15_09:13,122
2023.02.15_09:13,122
2023.02.15_09:13,120
2023.02.15_09:14,119
2023.02.15_09:14,121
2023.02.15_09:14,122
2023.02.15_09:14,122
2023.02.15_09:14,124
2023.02.15_09:14,123
2023.02.15_09:14,121
2023.02.15_09:15,120
2023.02.15_09:15,119
2023.02.15_09:15,119
2023.02.15_09:15,120
2023.02.15_09:15,120
2023.02.15_09:15,120
2023.02.15_09:15,120
2023.02.15_09:15,119
2023.02.15_09:15,119
2023.02.15_09:15,118
2023.02.15_09:15,119
2023.02.15_09:16,118
2023.02.15_09:16,118
