2023.02.04_00:05,85
2023.02.04_00:09,85
2023.02.04_00:16,84
2023.02.04_00:20,85
2023.02.04_00:25,84
2023.02.04_00:26,84
2023.02.04_00:31,80
2023.02.04_00:34,84
2023.02.04_00:40,84
2023.02.04_00:45,79
2023.02.04_00:50,79
2023.02.04_00:53,79
2023.02.04_01:00,80
2023.02.04_01:03,80
2023.02.04_01:09,80
2023.02.04_01:14,80
2023.02.04_01:21,79
2023.02.04_01:23,80
2023.02.04_01:29,79
2023.02.04_01:33,79
2023.02.04_01:39,84
2023.02.04_01:47,84
2023.02.04_01:48,84
2023.02.04_01:53,83
2023.02.04_01:57,80
2023.02.04_01:58,79
2023.02.04_02:03,88
2023.02.04_02:08,90
2023.02.04_02:13,93
2023.02.04_02:22,94
2023.02.04_02:27,85
2023.02.04_02:32,79
2023.02.04_02:34,80
2023.02.04_02:42,79
2023.02.04_02:47,84
2023.02.04_02:48,84
2023.02.04_02:53,84
2023.02.04_02:57,84
2023.02.04_03:00,84
2023.02.04_03:03,84
2023.02.04_03:08,84
2023.02.04_03:15,84
2023.02.04_03:18,84
2023.02.04_03:24,85
2023.02.04_03:29,84
2023.02.04_03:34,83
2023.02.04_03:37,81
2023.02.04_03:38,80
2023.02.04_03:42,80
2023.02.04_03:47,84
2023.02.04_03:49,91
2023.02.04_03:53,90
2023.02.04_04:01,84
2023.02.04_04:03,84
2023.02.04_04:12,80
2023.02.04_04:17,80
2023.02.04_04:18,79
2023.02.04_04:24,79
2023.02.04_04:28,80
2023.02.04_04:33,79
2023.02.04_04:37,80
2023.02.04_04:40,83
2023.02.04_04:43,80
2023.02.04_04:49,80
2023.02.04_04:57,84
2023.02.04_05:00,84
2023.02.04_05:06,84
2023.02.04_05:09,69
2023.02.04_05:11,84
2023.02.04_05:14,84
2023.02.04_05:22,93
2023.02.04_05:24,95
2023.02.04_05:31,84
2023.02.04_05:34,84
2023.02.04_05:40,85
2023.02.04_05:46,85
2023.02.04_05:48,85
2023.02.04_05:51,76
2023.02.04_05:58,84
2023.02.04_06:01,99
2023.02.04_06:05,90
2023.02.04_06:12,84
2023.02.04_06:14,85
2023.02.04_06:18,89
2023.02.04_09:27,112
2023.02.04_09:35,112
2023.02.04_09:41,115
2023.02.04_09:47,104
2023.02.04_09:48,105
2023.02.04_09:53,114
2023.02.04_09:59,104
2023.02.04_10:05,123
2023.02.04_10:10,163
2023.02.04_10:11,161
2023.02.04_10:11,160
2023.02.04_10:11,159
2023.02.04_10:11,157
2023.02.04_10:11,155
2023.02.04_10:11,151
2023.02.04_10:11,130
2023.02.04_10:11,129
2023.02.04_10:16,107
2023.02.04_10:21,130
2023.02.04_10:22,118
2023.02.04_10:23,105
2023.02.04_10:29,100
2023.02.04_10:32,100
2023.02.04_10:34,99
2023.02.04_10:41,99
2023.02.04_10:44,99
2023.02.04_10:48,99
2023.02.04_10:53,98
2023.02.04_11:02,99
2023.02.04_11:04,99
2023.02.04_11:09,99
2023.02.04_11:15,101
2023.02.04_11:22,99
2023.02.04_11:27,96
2023.02.04_11:28,94
2023.02.04_11:33,94
2023.02.04_11:38,95
2023.02.04_11:38,99
2023.02.04_11:42,92
2023.02.04_11:45,99
2023.02.04_11:51,94
2023.02.04_11:53,107
2023.02.04_11:53,107
2023.02.04_11:56,98
2023.02.04_11:58,99
2023.02.04_12:03,96
2023.02.04_12:08,99
2023.02.04_12:16,93
2023.02.04_12:22,91
2023.02.04_12:24,92
2023.02.04_12:30,85
2023.02.04_12:33,85
2023.02.04_12:38,90
2023.02.04_12:43,91
2023.02.04_12:49,94
2023.02.04_12:53,91
2023.02.04_13:00,96
2023.02.04_13:06,101
2023.02.04_13:10,95
2023.02.04_13:15,95
2023.02.04_13:18,93
2023.02.04_13:27,94
2023.02.04_13:30,94
2023.02.04_13:36,99
2023.02.04_13:39,94
2023.02.04_13:39,94
2023.02.04_13:45,94
2023.02.04_13:52,94
2023.02.04_13:54,95
2023.02.04_14:02,99
2023.02.04_14:06,96
2023.02.04_14:09,90
2023.02.04_14:17,91
2023.02.04_14:18,92
2023.02.04_14:25,91
2023.02.04_14:28,94
2023.02.04_14:34,92
2023.02.04_14:38,98
2023.02.04_14:47,93
2023.02.04_14:51,99
2023.02.04_14:53,96
2023.02.04_15:02,98
2023.02.04_15:05,91
2023.02.04_15:10,99
2023.02.04_15:14,94
2023.02.04_15:19,101
2023.02.04_15:25,99
2023.02.04_15:29,111
2023.02.04_15:38,104
2023.02.04_15:47,99
2023.02.04_15:49,104
2023.02.04_15:57,100
2023.02.04_16:00,91
2023.02.04_16:06,91
2023.02.04_16:07,95
2023.02.04_16:08,93
2023.02.04_16:12,93
2023.02.04_16:12,94
2023.02.04_16:12,93
2023.02.04_16:12,93
2023.02.04_16:12,93
2023.02.04_16:12,93
2023.02.04_16:12,93
2023.02.04_16:12,93
2023.02.04_16:12,92
2023.02.04_16:12,91
2023.02.04_16:12,91
2023.02.04_16:13,91
2023.02.04_16:13,91
2023.02.04_16:13,91
2023.02.04_16:13,91
2023.02.04_16:13,93
2023.02.04_16:13,94
2023.02.04_16:13,95
2023.02.04_16:13,94
2023.02.04_16:13,94
2023.02.04_16:13,95
2023.02.04_16:13,95
2023.02.04_16:13,94
2023.02.04_16:13,95
2023.02.04_16:13,95
2023.02.04_16:13,94
2023.02.04_16:13,96
2023.02.04_16:13,95
2023.02.04_16:15,91
2023.02.04_16:18,91
2023.02.04_16:24,93
2023.02.04_16:32,84
2023.02.04_16:33,81
2023.02.04_16:39,85
2023.02.04_16:46,91
2023.02.04_16:49,90
2023.02.04_16:50,92
2023.02.04_16:53,94
2023.02.04_16:59,92
2023.02.04_17:04,91
2023.02.04_17:15,103
2023.02.04_17:31,117
2023.02.04_17:35,113
2023.02.04_17:40,107
2023.02.04_17:50,109
2023.02.04_17:55,111
2023.02.04_17:58,99
2023.02.04_18:01,105
2023.02.04_18:03,100
2023.02.04_18:04,104
2023.02.04_18:08,105
2023.02.04_18:15,104
2023.02.04_18:21,99
2023.02.04_18:26,95
2023.02.04_18:29,101
2023.02.04_18:37,94
2023.02.04_18:40,91
2023.02.04_18:42,89
2023.02.04_18:43,91
2023.02.04_18:50,92
2023.02.04_18:55,94
2023.02.04_18:58,94
2023.02.04_19:08,90
2023.02.04_19:13,91
2023.02.04_19:14,91
2023.02.04_19:19,96
2023.02.04_19:26,92
2023.02.04_19:32,88
2023.02.04_19:32,86
2023.02.04_19:37,84
2023.02.04_19:40,84
2023.02.04_19:43,93
2023.02.04_19:52,90
2023.02.04_19:54,89
2023.02.04_20:00,93
2023.02.04_20:03,93
2023.02.04_20:11,100
2023.02.04_20:13,95
2023.02.04_20:22,97
2023.02.04_20:27,98
2023.02.04_20:28,94
2023.02.04_20:35,92
2023.02.04_20:39,85
2023.02.04_20:43,99
2023.02.04_20:49,96
2023.02.04_20:55,90
2023.02.04_20:58,91
2023.02.04_21:04,85
2023.02.04_21:12,92
2023.02.04_21:13,92
2023.02.04_21:19,90
2023.02.04_21:23,105
2023.02.04_21:29,92
2023.02.04_21:35,90
2023.02.04_21:39,89
2023.02.04_21:43,91
2023.02.04_21:48,95
2023.02.04_21:55,87
2023.02.04_22:00,91
2023.02.04_22:05,90
2023.02.04_22:12,90
2023.02.04_22:14,96
2023.02.04_22:21,86
2023.02.04_22:23,84
2023.02.04_22:26,86
2023.02.04_22:28,91
2023.02.04_22:33,91
2023.02.04_22:40,92
2023.02.04_22:47,89
2023.02.04_22:47,88
2023.02.04_22:49,88
2023.02.04_22:57,85
2023.02.04_22:59,88
2023.02.04_23:03,89
2023.02.04_23:08,89
2023.02.04_23:13,83
2023.02.04_23:20,84
2023.02.04_23:25,84
2023.02.04_23:30,84
2023.02.04_23:36,80
2023.02.04_23:38,80
2023.02.04_23:42,81
2023.02.04_23:46,84
2023.02.04_23:48,84
2023.02.04_23:54,83
2023.02.04_23:58,81
